filename,width,height,class,xmin,ymin,xmax,ymax,image_id
Screenshot_20220701-151518_Crossy Road.jpg,291,333,car,60,160,114,189,14
Screenshot_20220701-151518_Crossy Road.jpg,291,333,car,99,86,140,115,14
Screenshot_20220701-151518_Crossy Road.jpg,291,333,car,128,65,181,98,14
Screenshot_20220701-151518_Crossy Road.jpg,291,333,car,136,283,162,312,14
Screenshot_20220701-151518_Crossy Road.jpg,291,333,train,123,294,291,331,14
Screenshot_20220701-151518_Crossy Road.jpg,291,333,light off,145,307,169,333,14
Screenshot_20220701-151518_Crossy Road.jpg,291,333,train,244,214,268,243,14
Screenshot_20220701-151518_Crossy Road.jpg,291,333,duck,170,217,191,241,14
Screenshot_20220701-151518_Crossy Road.jpg,291,333,tree,192,97,218,130,14
Screenshot_20220701-152607_Crossy Road.jpg,291,333,tree,117,79,139,104,15
Screenshot_20220701-152607_Crossy Road.jpg,291,333,tree,112,128,136,159,15
Screenshot_20220701-152607_Crossy Road.jpg,291,333,tree,26,95,60,143,15
Screenshot_20220701-152607_Crossy Road.jpg,291,333,tree,6,59,35,101,15
Screenshot_20220701-152607_Crossy Road.jpg,291,333,tree,37,134,60,163,15
Screenshot_20220701-152607_Crossy Road.jpg,291,333,tree,89,153,113,178,15
Screenshot_20220701-152607_Crossy Road.jpg,291,333,tree,77,207,111,251,15
Screenshot_20220701-152607_Crossy Road.jpg,291,333,tree,244,227,270,252,15
Screenshot_20220701-152607_Crossy Road.jpg,291,333,tree,215,296,239,321,15
Screenshot_20220701-152607_Crossy Road.jpg,291,333,tree,242,294,262,319,15
Screenshot_20220701-152607_Crossy Road.jpg,291,333,rail,86,219,269,240,15
Screenshot_20220701-152607_Crossy Road.jpg,291,333,light off,148,208,171,241,15
Screenshot_20220701-152607_Crossy Road.jpg,291,333,duck,166,228,191,253,15
Screenshot_20220701-152607_Crossy Road.jpg,291,333,car,66,172,126,203,15
Screenshot_20220701-152607_Crossy Road.jpg,291,333,car,21,41,81,74,15
Screenshot_20220701-152607_Crossy Road.jpg,291,333,car,90,23,146,54,15
Screenshot_20220701-152607_Crossy Road.jpg,291,333,car,170,59,228,89,15
Screenshot_20220701-152607_Crossy Road.jpg,291,333,tree,64,1,86,32,15
Screenshot_20220701-152607_Crossy Road.jpg,291,333,rock,142,157,167,181,15
Screenshot_20220701-152607_Crossy Road.jpg,291,333,rock,223,155,248,182,15
Screenshot_20220701-152607_Crossy Road.jpg,291,333,car,188,266,240,296,15
Screenshot_20220701-152412_Crossy Road.jpg,291,333,log,23,59,79,73,16
Screenshot_20220701-152412_Crossy Road.jpg,291,333,log,1,38,40,56,16
Screenshot_20220701-152412_Crossy Road.jpg,291,333,log,118,96,173,109,16
Screenshot_20220701-152412_Crossy Road.jpg,291,333,log,164,114,216,128,16
Screenshot_20220701-152412_Crossy Road.jpg,291,333,log,134,58,186,72,16
Screenshot_20220701-152412_Crossy Road.jpg,291,333,log,124,37,179,53,16
Screenshot_20220701-152412_Crossy Road.jpg,291,333,log,19,96,57,110,16
Screenshot_20220701-152412_Crossy Road.jpg,291,333,log,78,225,122,240,16
Screenshot_20220701-152412_Crossy Road.jpg,291,333,log,144,244,225,257,16
Screenshot_20220701-152412_Crossy Road.jpg,291,333,log,220,224,267,240,16
Screenshot_20220701-152412_Crossy Road.jpg,291,333,log,115,262,197,277,16
Screenshot_20220701-152412_Crossy Road.jpg,291,333,log,259,244,291,257,16
Screenshot_20220701-152412_Crossy Road.jpg,291,333,log,247,262,291,276,16
Screenshot_20220701-152412_Crossy Road.jpg,291,333,lilypad,164,283,179,297,16
Screenshot_20220701-152412_Crossy Road.jpg,291,333,lilypad,189,283,205,296,16
Screenshot_20220701-152412_Crossy Road.jpg,291,333,lilypad,214,282,233,298,16
Screenshot_20220701-152412_Crossy Road.jpg,291,333,car,112,285,150,308,16
Screenshot_20220701-152412_Crossy Road.jpg,291,333,truck,118,311,180,333,16
Screenshot_20220701-152412_Crossy Road.jpg,291,333,duck,145,229,162,255,16
Screenshot_20220701-152412_Crossy Road.jpg,291,333,rock,180,197,206,219,16
Screenshot_20220701-152412_Crossy Road.jpg,291,333,car,196,172,249,203,16
Screenshot_20220701-152412_Crossy Road.jpg,291,333,tree,65,171,97,216,16
Screenshot_20220701-152412_Crossy Road.jpg,291,333,car,55,171,95,197,16
Screenshot_20220701-152412_Crossy Road.jpg,291,333,tree,55,3,74,31,16
Screenshot_20220701-152412_Crossy Road.jpg,291,333,tree,30,6,50,31,16
Screenshot_20220701-152412_Crossy Road.jpg,291,333,tree,130,3,151,31,16
Screenshot_20220701-152412_Crossy Road.jpg,291,333,water,2,39,222,150,16
Screenshot_20220701-152412_Crossy Road.jpg,291,333,water,92,224,291,298,16
Screenshot_20220701-151605_Crossy Road.jpg,291,333,tree,21,65,54,107,17
Screenshot_20220701-151605_Crossy Road.jpg,291,333,tree,33,102,52,127,17
Screenshot_20220701-151605_Crossy Road.jpg,291,333,tree,56,152,80,185,17
Screenshot_20220701-151605_Crossy Road.jpg,291,333,tree,108,177,130,202,17
Screenshot_20220701-151605_Crossy Road.jpg,291,333,tree,133,252,156,277,17
Screenshot_20220701-151605_Crossy Road.jpg,291,333,tree,253,232,289,276,17
Screenshot_20220701-151605_Crossy Road.jpg,291,333,tree,78,3,103,35,17
Screenshot_20220701-151605_Crossy Road.jpg,291,333,tree,54,1,79,34,17
Screenshot_20220701-151605_Crossy Road.jpg,291,333,truck,73,37,162,78,17
Screenshot_20220701-151605_Crossy Road.jpg,291,333,car,133,28,176,59,17
Screenshot_20220701-151605_Crossy Road.jpg,291,333,car,42,65,102,93,17
Screenshot_20220701-151605_Crossy Road.jpg,291,333,car,1,32,28,60,17
Screenshot_20220701-151605_Crossy Road.jpg,291,333,car,161,122,201,151,17
Screenshot_20220701-151605_Crossy Road.jpg,291,333,car,78,140,132,170,17
Screenshot_20220701-151605_Crossy Road.jpg,291,333,rock,136,166,162,184,17
Screenshot_20220701-151605_Crossy Road.jpg,291,333,car,164,233,216,263,17
Screenshot_20220701-151605_Crossy Road.jpg,291,333,log,162,231,219,242,17
Screenshot_20220701-151605_Crossy Road.jpg,291,333,log,89,210,147,227,17
Screenshot_20220701-151605_Crossy Road.jpg,291,333,log,77,231,115,242,17
Screenshot_20220701-151605_Crossy Road.jpg,291,333,duck,193,219,212,241,17
Screenshot_20220701-151605_Crossy Road.jpg,291,333,water,85,212,269,247,17
Screenshot_20220701-151605_Crossy Road.jpg,291,333,stump,116,169,130,182,17
Screenshot_20220701-152602_Crossy Road.jpg,291,333,car,35,61,89,92,18
Screenshot_20220701-152602_Crossy Road.jpg,291,333,car,85,79,136,110,18
Screenshot_20220701-152602_Crossy Road.jpg,291,333,car,108,155,162,185,18
Screenshot_20220701-152602_Crossy Road.jpg,291,333,tree,90,172,112,197,18
Screenshot_20220701-152602_Crossy Road.jpg,291,333,tree,113,221,136,252,18
Screenshot_20220701-152602_Crossy Road.jpg,291,333,tree,138,241,162,272,18
Screenshot_20220701-152602_Crossy Road.jpg,291,333,tree,142,229,164,253,18
Screenshot_20220701-152602_Crossy Road.jpg,291,333,tree,216,185,244,215,18
Screenshot_20220701-152602_Crossy Road.jpg,291,333,rock,222,233,245,254,18
Screenshot_20220701-152602_Crossy Road.jpg,291,333,coin,177,206,193,217,18
Screenshot_20220701-152602_Crossy Road.jpg,291,333,duck,171,230,190,251,18
Screenshot_20220701-152602_Crossy Road.jpg,291,333,truck,86,275,161,315,18
Screenshot_20220701-152602_Crossy Road.jpg,291,333,car,99,266,157,293,18
Screenshot_20220701-152602_Crossy Road.jpg,291,333,truck,145,311,229,333,18
Screenshot_20220701-152602_Crossy Road.jpg,291,333,rock,113,213,141,236,18
Screenshot_20220701-152602_Crossy Road.jpg,291,333,light off,150,96,173,132,18
Screenshot_20220701-152602_Crossy Road.jpg,291,333,rail,31,105,215,130,18
Screenshot_20220701-152602_Crossy Road.jpg,291,333,rock,145,46,171,70,18
Screenshot_20220701-152602_Crossy Road.jpg,291,333,tree,91,43,113,68,18
Screenshot_20220701-152602_Crossy Road.jpg,291,333,tree,115,19,139,50,18
Screenshot_20220701-152602_Crossy Road.jpg,291,333,tree,28,26,61,66,18
Screenshot_20220701-152602_Crossy Road.jpg,291,333,tree,9,36,33,66,18
Screenshot_20220701-152602_Crossy Road.jpg,291,333,tree,42,24,61,47,18
Screenshot_20220701-152602_Crossy Road.jpg,291,333,tree,14,27,32,50,18
Screenshot_20220701-152602_Crossy Road.jpg,291,333,car,24,139,65,166,18
Screenshot_20220701-151403_Crossy Road.jpg,291,333,rock,119,136,142,159,19
Screenshot_20220701-151403_Crossy Road.jpg,291,333,rock,143,137,168,158,19
Screenshot_20220701-151403_Crossy Road.jpg,291,333,tree,87,126,113,156,19
Screenshot_20220701-151403_Crossy Road.jpg,291,333,tree,90,151,111,176,19
Screenshot_20220701-151403_Crossy Road.jpg,291,333,tree,38,118,63,160,19
Screenshot_20220701-151403_Crossy Road.jpg,291,333,tree,35,70,61,101,19
Screenshot_20220701-151403_Crossy Road.jpg,291,333,tree,64,38,89,62,19
Screenshot_20220701-151403_Crossy Road.jpg,291,333,tree,40,38,61,65,19
Screenshot_20220701-151403_Crossy Road.jpg,291,333,tree,91,20,115,45,19
Screenshot_20220701-151403_Crossy Road.jpg,291,333,tree,115,17,140,43,19
Screenshot_20220701-151403_Crossy Road.jpg,291,333,tree,66,20,87,41,19
Screenshot_20220701-151403_Crossy Road.jpg,291,333,tree,14,20,35,44,19
Screenshot_20220701-151403_Crossy Road.jpg,291,333,tree,115,186,138,210,19
Screenshot_20220701-151403_Crossy Road.jpg,291,333,car,164,169,217,199,19
Screenshot_20220701-151403_Crossy Road.jpg,291,333,car,90,207,143,237,19
Screenshot_20220701-151403_Crossy Road.jpg,291,333,truck,184,214,269,253,19
Screenshot_20220701-151403_Crossy Road.jpg,291,333,tree,243,243,268,267,19
Screenshot_20220701-151403_Crossy Road.jpg,291,333,tree,217,260,242,286,19
Screenshot_20220701-151403_Crossy Road.jpg,291,333,tree,192,242,215,267,19
Screenshot_20220701-151403_Crossy Road.jpg,291,333,tree,267,271,291,305,19
Screenshot_20220701-151403_Crossy Road.jpg,291,333,car,92,58,150,88,19
Screenshot_20220701-151403_Crossy Road.jpg,291,333,car,138,3,162,31,19
Screenshot_20220701-151403_Crossy Road.jpg,291,333,duck,170,244,189,270,19
Screenshot_20220630-222942_Crossy Road.jpg,291,333,rail,1,28,172,50,20
Screenshot_20220630-222942_Crossy Road.jpg,291,333,rail,70,196,254,218,20
Screenshot_20220630-222942_Crossy Road.jpg,291,333,rail,65,178,245,197,20
Screenshot_20220630-222942_Crossy Road.jpg,291,333,light on,147,166,176,202,20
Screenshot_20220630-222942_Crossy Road.jpg,291,333,light off,147,186,177,220,20
Screenshot_20220630-222942_Crossy Road.jpg,291,333,duck,172,241,192,266,20
Screenshot_20220630-222942_Crossy Road.jpg,291,333,rock,142,282,168,306,20
Screenshot_20220630-222942_Crossy Road.jpg,291,333,rock,196,132,222,157,20
Screenshot_20220630-222942_Crossy Road.jpg,291,333,rock,120,135,142,157,20
Screenshot_20220630-222942_Crossy Road.jpg,291,333,tree,142,130,165,154,20
Screenshot_20220630-222942_Crossy Road.jpg,291,333,tree,79,91,114,135,20
Screenshot_20220630-222942_Crossy Road.jpg,291,333,tree,91,92,114,116,20
Screenshot_20220630-222942_Crossy Road.jpg,291,333,tree,58,98,85,136,20
Screenshot_20220630-222942_Crossy Road.jpg,291,333,tree,36,122,61,154,20
Screenshot_20220630-222942_Crossy Road.jpg,291,333,tree,32,99,59,133,20
Screenshot_20220630-222942_Crossy Road.jpg,291,333,tree,35,86,60,118,20
Screenshot_20220630-222942_Crossy Road.jpg,291,333,tree,185,265,217,302,20
Screenshot_20220630-222942_Crossy Road.jpg,291,333,tree,193,259,217,281,20
Screenshot_20220630-222942_Crossy Road.jpg,291,333,tree,219,258,241,285,20
Screenshot_20220630-222942_Crossy Road.jpg,291,333,tree,236,277,266,315,20
Screenshot_20220630-222942_Crossy Road.jpg,291,333,car,1,58,32,85,20
Screenshot_20220630-222942_Crossy Road.jpg,291,333,car,72,74,123,102,20
Screenshot_20220630-222942_Crossy Road.jpg,291,333,tree,117,1,140,26,20
Screenshot_20220630-222942_Crossy Road.jpg,291,333,truck,85,213,189,253,20
Screenshot_20220701-152338_Crossy Road.jpg,291,333,coin,75,86,89,99,21
Screenshot_20220701-152338_Crossy Road.jpg,291,333,coin,102,50,116,63,21
Screenshot_20220701-152338_Crossy Road.jpg,291,333,car,93,144,144,176,21
Screenshot_20220701-152338_Crossy Road.jpg,291,333,car,163,164,201,193,21
Screenshot_20220701-152338_Crossy Road.jpg,291,333,car,111,239,163,267,21
Screenshot_20220701-152338_Crossy Road.jpg,291,333,duck,171,221,189,243,21
Screenshot_20220701-152338_Crossy Road.jpg,291,333,tree,195,201,217,225,21
Screenshot_20220701-152338_Crossy Road.jpg,291,333,tree,141,201,164,225,21
Screenshot_20220701-152338_Crossy Road.jpg,291,333,tree,111,193,139,225,21
Screenshot_20220701-152338_Crossy Road.jpg,291,333,car,135,72,187,101,21
Screenshot_20220701-152338_Crossy Road.jpg,291,333,car,126,53,177,79,21
Screenshot_20220701-152338_Crossy Road.jpg,291,333,truck,1,24,57,63,21
Screenshot_20220701-152338_Crossy Road.jpg,291,333,rock,220,280,246,303,21
Screenshot_20220701-152338_Crossy Road.jpg,291,333,tree,238,261,267,299,21
Screenshot_20220701-152338_Crossy Road.jpg,291,333,rock,117,130,142,149,21
Screenshot_20220701-152338_Crossy Road.jpg,291,333,tree,89,89,114,113,21
Screenshot_20220701-152338_Crossy Road.jpg,291,333,truck,27,177,82,211,21
Screenshot_20220701-152427_Crossy Road.jpg,291,333,tree,38,12,61,43,22
Screenshot_20220701-152427_Crossy Road.jpg,291,333,tree,118,17,138,44,22
Screenshot_20220701-152427_Crossy Road.jpg,291,333,tree,14,16,36,44,22
Screenshot_20220701-152427_Crossy Road.jpg,291,333,tree,80,166,111,209,22
Screenshot_20220701-152427_Crossy Road.jpg,291,333,car,31,147,69,174,22
Screenshot_20220701-152427_Crossy Road.jpg,291,333,car,198,130,248,160,22
Screenshot_20220701-152427_Crossy Road.jpg,291,333,car,157,92,210,121,22
Screenshot_20220701-152427_Crossy Road.jpg,291,333,car,146,223,197,252,22
Screenshot_20220701-152427_Crossy Road.jpg,291,333,car,122,241,173,270,22
Screenshot_20220701-152427_Crossy Road.jpg,291,333,car,236,203,283,233,22
Screenshot_20220701-152427_Crossy Road.jpg,291,333,coin,100,146,115,156,22
Screenshot_20220701-152427_Crossy Road.jpg,291,333,coin,153,164,166,175,22
Screenshot_20220701-152427_Crossy Road.jpg,291,333,coin,204,219,216,229,22
Screenshot_20220701-152427_Crossy Road.jpg,291,333,rock,143,266,166,287,22
Screenshot_20220701-152427_Crossy Road.jpg,291,333,lilypad,127,72,146,87,22
Screenshot_20220701-152427_Crossy Road.jpg,291,333,lilypad,178,71,197,86,22
Screenshot_20220701-152427_Crossy Road.jpg,291,333,car,167,315,208,333,22
Screenshot_20220701-152427_Crossy Road.jpg,291,333,tree,30,96,61,135,22
Screenshot_20220701-152427_Crossy Road.jpg,291,333,tree,216,270,241,302,22
Screenshot_20220701-152427_Crossy Road.jpg,291,333,tree,266,265,291,303,22
Screenshot_20220701-152427_Crossy Road.jpg,291,333,duck,173,205,190,230,22
Screenshot_20220701-151439_Crossy Road.jpg,291,333,duck,169,225,187,248,23
Screenshot_20220701-151439_Crossy Road.jpg,291,333,rock,142,230,167,255,23
Screenshot_20220701-151439_Crossy Road.jpg,291,333,rock,221,157,246,180,23
Screenshot_20220701-151439_Crossy Road.jpg,291,333,rock,118,101,143,125,23
Screenshot_20220701-151439_Crossy Road.jpg,291,333,rock,146,155,167,177,23
Screenshot_20220701-151439_Crossy Road.jpg,291,333,tree,32,24,60,65,23
Screenshot_20220701-151439_Crossy Road.jpg,291,333,tree,91,1,114,29,23
Screenshot_20220701-151439_Crossy Road.jpg,291,333,tree,28,77,61,119,23
Screenshot_20220701-151439_Crossy Road.jpg,291,333,tree,84,82,115,119,23
Screenshot_20220701-151439_Crossy Road.jpg,291,333,tree,191,163,216,194,23
Screenshot_20220701-151439_Crossy Road.jpg,291,333,tree,141,170,164,194,23
Screenshot_20220701-151439_Crossy Road.jpg,291,333,tree,242,254,267,287,23
Screenshot_20220701-151439_Crossy Road.jpg,291,333,tree,137,274,163,309,23
Screenshot_20220701-151439_Crossy Road.jpg,291,333,truck,127,289,215,332,23
Screenshot_20220701-151439_Crossy Road.jpg,291,333,car,159,245,212,275,23
Screenshot_20220701-151439_Crossy Road.jpg,291,333,car,81,112,135,145,23
Screenshot_20220701-151439_Crossy Road.jpg,291,333,truck,150,57,226,90,23
Screenshot_20220701-151439_Crossy Road.jpg,291,333,rail,46,143,234,164,23
Screenshot_20220701-151439_Crossy Road.jpg,291,333,light off,147,129,170,166,23
Screenshot_20220701-151529_Crossy Road.jpg,291,333,tree,91,47,114,73,24
Screenshot_20220701-151529_Crossy Road.jpg,291,333,tree,143,48,166,75,24
Screenshot_20220701-151529_Crossy Road.jpg,291,333,tree,139,78,166,109,24
Screenshot_20220701-151529_Crossy Road.jpg,291,333,tree,89,65,113,91,24
Screenshot_20220701-151529_Crossy Road.jpg,291,333,tree,32,72,62,109,24
Screenshot_20220701-151529_Crossy Road.jpg,291,333,tree,31,53,60,89,24
Screenshot_20220701-151529_Crossy Road.jpg,291,333,tree,35,40,61,72,24
Screenshot_20220701-151529_Crossy Road.jpg,291,333,tree,5,35,35,71,24
Screenshot_20220701-151529_Crossy Road.jpg,291,333,tree,6,52,36,91,24
Screenshot_20220701-151529_Crossy Road.jpg,291,333,tree,16,84,40,114,24
Screenshot_20220701-151529_Crossy Road.jpg,291,333,stump,72,114,86,128,24
Screenshot_20220701-151529_Crossy Road.jpg,291,333,rock,195,126,221,149,24
Screenshot_20220701-151529_Crossy Road.jpg,291,333,tree,138,153,164,184,24
Screenshot_20220701-151529_Crossy Road.jpg,291,333,tree,84,152,111,184,24
Screenshot_20220701-151529_Crossy Road.jpg,291,333,tree,56,145,87,185,24
Screenshot_20220701-151529_Crossy Road.jpg,291,333,tree,7,33,35,69,24
Screenshot_20220701-151529_Crossy Road.jpg,291,333,tree,113,252,135,277,24
Screenshot_20220701-151529_Crossy Road.jpg,291,333,tree,242,264,267,296,24
Screenshot_20220701-151529_Crossy Road.jpg,291,333,tree,240,238,266,276,24
Screenshot_20220701-151529_Crossy Road.jpg,291,333,tree,214,169,243,203,24
Screenshot_20220701-151529_Crossy Road.jpg,291,333,tree,218,289,240,313,24
Screenshot_20220701-151529_Crossy Road.jpg,291,333,tree,268,263,291,296,24
Screenshot_20220701-151529_Crossy Road.jpg,291,333,duck,171,218,190,242,24
Screenshot_20220701-151529_Crossy Road.jpg,291,333,car,109,235,168,265,24
Screenshot_20220701-151529_Crossy Road.jpg,291,333,car,84,215,113,243,24
Screenshot_20220630-170759_Crossy%20Road.jpg,291,333,car,86,108,138,141,25
Screenshot_20220630-170759_Crossy%20Road.jpg,291,333,car,91,145,144,175,25
Screenshot_20220630-170759_Crossy%20Road.jpg,291,333,car,164,183,217,213,25
Screenshot_20220630-170759_Crossy%20Road.jpg,291,333,car,166,255,220,288,25
Screenshot_20220630-170759_Crossy%20Road.jpg,291,333,tree,56,19,89,60,25
Screenshot_20220630-170759_Crossy%20Road.jpg,291,333,tree,39,32,61,60,25
Screenshot_20220630-170759_Crossy%20Road.jpg,291,333,tree,6,27,34,57,25
Screenshot_20220630-170759_Crossy%20Road.jpg,291,333,tree,106,68,139,113,25
Screenshot_20220630-170759_Crossy%20Road.jpg,291,333,tree,32,107,62,151,25
Screenshot_20220630-170759_Crossy%20Road.jpg,291,333,tree,56,156,85,188,25
Screenshot_20220630-170759_Crossy%20Road.jpg,291,333,tree,191,157,217,186,25
Screenshot_20220630-170759_Crossy%20Road.jpg,291,333,rock,144,133,170,154,25
Screenshot_20220630-170759_Crossy%20Road.jpg,291,333,tree,15,83,35,106,25
Screenshot_20220630-170759_Crossy%20Road.jpg,291,333,rock,142,279,169,305,25
Screenshot_20220630-170759_Crossy%20Road.jpg,291,333,tree,234,254,268,300,25
Screenshot_20220630-170759_Crossy%20Road.jpg,291,333,tree,219,236,240,264,25
Screenshot_20220630-170759_Crossy%20Road.jpg,291,333,tree,219,275,242,300,25
Screenshot_20220630-170759_Crossy%20Road.jpg,291,333,duck,170,239,190,259,25
Screenshot_20220630-170759_Crossy%20Road.jpg,291,333,rock,195,244,224,264,25
Screenshot_20220701-152643_Crossy Road.jpg,291,333,car,73,132,126,164,26
Screenshot_20220701-152643_Crossy Road.jpg,291,333,car,98,114,149,146,26
Screenshot_20220701-152643_Crossy Road.jpg,291,333,car,21,77,63,106,26
Screenshot_20220701-152643_Crossy Road.jpg,291,333,car,125,188,179,221,26
Screenshot_20220701-152643_Crossy Road.jpg,291,333,duck,172,226,190,251,26
Screenshot_20220701-152643_Crossy Road.jpg,291,333,rock,117,230,144,252,26
Screenshot_20220701-152643_Crossy Road.jpg,291,333,rock,195,270,219,291,26
Screenshot_20220701-152643_Crossy Road.jpg,291,333,tree,218,169,244,195,26
Screenshot_20220701-152643_Crossy Road.jpg,291,333,tree,114,257,136,286,26
Screenshot_20220701-152643_Crossy Road.jpg,291,333,tree,114,243,137,269,26
Screenshot_20220701-152643_Crossy Road.jpg,291,333,tree,84,212,110,251,26
Screenshot_20220701-152643_Crossy Road.jpg,291,333,tree,242,237,269,268,26
Screenshot_20220701-152643_Crossy Road.jpg,291,333,tree,244,260,268,288,26
Screenshot_20220701-152643_Crossy Road.jpg,291,333,tree,115,95,138,118,26
Screenshot_20220701-152643_Crossy Road.jpg,291,333,tree,57,20,86,64,26
Screenshot_20220701-152643_Crossy Road.jpg,291,333,tree,6,27,36,64,26
Screenshot_20220701-152643_Crossy Road.jpg,291,333,tree,38,21,62,46,26
Screenshot_20220701-152643_Crossy Road.jpg,291,333,tree,63,17,87,43,26
Screenshot_20220701-152643_Crossy Road.jpg,291,333,tree,15,19,36,46,26
Screenshot_20220701-152643_Crossy Road.jpg,291,333,tree,30,83,60,120,26
Screenshot_20220701-152538_Crossy Road.jpg,291,333,log,114,137,195,152,27
Screenshot_20220701-152538_Crossy Road.jpg,291,333,log,100,155,155,170,27
Screenshot_20220701-152538_Crossy Road.jpg,291,333,log,117,174,172,188,27
Screenshot_20220701-152538_Crossy Road.jpg,291,333,log,80,212,148,224,27
Screenshot_20220701-152538_Crossy Road.jpg,291,333,log,187,211,262,226,27
Screenshot_20220701-152538_Crossy Road.jpg,291,333,log,15,137,64,151,27
Screenshot_20220701-152538_Crossy Road.jpg,291,333,tree,78,208,110,237,27
Screenshot_20220701-152538_Crossy Road.jpg,291,333,tree,58,35,86,75,27
Screenshot_20220701-152538_Crossy Road.jpg,291,333,tree,39,46,59,72,27
Screenshot_20220701-152538_Crossy Road.jpg,291,333,tree,3,28,35,69,27
Screenshot_20220701-152538_Crossy Road.jpg,291,333,rock,145,52,168,74,27
Screenshot_20220701-152538_Crossy Road.jpg,291,333,coin,154,46,171,57,27
Screenshot_20220701-152538_Crossy Road.jpg,291,333,car,4,66,62,95,27
Screenshot_20220701-152538_Crossy Road.jpg,291,333,car,162,84,225,116,27
Screenshot_20220701-152538_Crossy Road.jpg,291,333,car,206,252,264,280,27
Screenshot_20220701-152538_Crossy Road.jpg,291,333,car,214,271,264,300,27
Screenshot_20220701-152538_Crossy Road.jpg,291,333,tree,263,275,290,307,27
Screenshot_20220701-152538_Crossy Road.jpg,291,333,rock,192,219,222,242,27
Screenshot_20220701-152538_Crossy Road.jpg,291,333,rock,222,294,244,316,27
Screenshot_20220701-152538_Crossy Road.jpg,291,333,car,141,308,201,333,27
Screenshot_20220701-152538_Crossy Road.jpg,291,333,duck,170,236,191,261,27
Screenshot_20220701-152538_Crossy Road.jpg,291,333,lilypad,177,196,195,208,27
Screenshot_20220701-152538_Crossy Road.jpg,291,333,lilypad,123,195,144,208,27
Screenshot_20220701-152538_Crossy Road.jpg,291,333,lilypad,179,120,198,135,27
Screenshot_20220701-152538_Crossy Road.jpg,291,333,water,38,118,257,224,27
Screenshot_20220701-152538_Crossy Road.jpg,291,333,car,38,29,89,58,27
Screenshot_20220701-152538_Crossy Road.jpg,291,333,car,66,238,112,265,27
Screenshot_20220701-152355_Crossy Road.jpg,291,333,tree,84,84,113,123,28
Screenshot_20220701-152355_Crossy Road.jpg,291,333,car,107,79,165,109,28
Screenshot_20220701-152355_Crossy Road.jpg,291,333,car,130,133,180,165,28
Screenshot_20220701-152355_Crossy Road.jpg,291,333,car,142,116,192,149,28
Screenshot_20220701-152355_Crossy Road.jpg,291,333,car,108,173,158,202,28
Screenshot_20220701-152355_Crossy Road.jpg,291,333,car,67,191,115,220,28
Screenshot_20220701-152355_Crossy Road.jpg,291,333,car,221,190,271,221,28
Screenshot_20220701-152355_Crossy Road.jpg,291,333,rock,146,48,170,70,28
Screenshot_20220701-152355_Crossy Road.jpg,291,333,tree,145,21,166,48,28
Screenshot_20220701-152355_Crossy Road.jpg,291,333,tree,35,36,62,67,28
Screenshot_20220701-152355_Crossy Road.jpg,291,333,tree,11,41,35,66,28
Screenshot_20220701-152355_Crossy Road.jpg,291,333,tree,14,22,35,45,28
Screenshot_20220701-152355_Crossy Road.jpg,291,333,tree,37,18,60,46,28
Screenshot_20220701-152355_Crossy Road.jpg,291,333,tree,114,1,139,27,28
Screenshot_20220701-152355_Crossy Road.jpg,291,333,tree,92,1,114,29,28
Screenshot_20220701-152355_Crossy Road.jpg,291,333,tree,138,201,162,235,28
Screenshot_20220701-152355_Crossy Road.jpg,291,333,tree,193,284,213,307,28
Screenshot_20220701-152355_Crossy Road.jpg,291,333,tree,193,264,215,287,28
Screenshot_20220701-152355_Crossy Road.jpg,291,333,tree,190,239,213,265,28
Screenshot_20220701-152355_Crossy Road.jpg,291,333,tree,242,257,266,288,28
Screenshot_20220701-152355_Crossy Road.jpg,291,333,tree,221,150,238,179,28
Screenshot_20220701-152355_Crossy Road.jpg,291,333,rock,143,269,166,293,28
Screenshot_20220701-152355_Crossy Road.jpg,291,333,light off,147,303,171,333,28
Screenshot_20220701-152355_Crossy Road.jpg,291,333,rail,136,312,221,330,28
Screenshot_20220701-152355_Crossy Road.jpg,291,333,duck,170,228,188,252,28
Screenshot_20220630-223155_Crossy Road.jpg,291,333,tree,83,99,114,138,29
Screenshot_20220630-223155_Crossy Road.jpg,291,333,tree,64,114,87,139,29
Screenshot_20220630-223155_Crossy Road.jpg,291,333,tree,28,101,61,138,29
Screenshot_20220630-223155_Crossy Road.jpg,291,333,tree,35,32,62,66,29
Screenshot_20220630-223155_Crossy Road.jpg,291,333,tree,9,32,34,64,29
Screenshot_20220630-223155_Crossy Road.jpg,291,333,tree,114,13,140,45,29
Screenshot_20220630-223155_Crossy Road.jpg,291,333,tree,141,19,169,47,29
Screenshot_20220630-223155_Crossy Road.jpg,291,333,tree,34,17,63,41,29
Screenshot_20220630-223155_Crossy Road.jpg,291,333,car,147,76,188,107,29
Screenshot_20220630-223155_Crossy Road.jpg,291,333,car,5,78,31,97,29
Screenshot_20220630-223155_Crossy Road.jpg,291,333,car,106,132,158,163,29
Screenshot_20220630-223155_Crossy Road.jpg,291,333,car,160,149,211,181,29
Screenshot_20220630-223155_Crossy Road.jpg,291,333,car,112,206,163,237,29
Screenshot_20220630-223155_Crossy Road.jpg,291,333,duck,170,244,189,268,29
Screenshot_20220630-223155_Crossy Road.jpg,291,333,tree,221,188,245,212,29
Screenshot_20220630-223155_Crossy Road.jpg,291,333,tree,239,212,272,248,29
